緯度の整数部分（度）,緯度の小数部分（分）,経度の整数部分（度）,緯度の小数部分(分),震央地名
35,2,136,28,三重県北部
35,2,136,29,三重県北部
35,2,136,30,三重県北部
35,2,136,31,三重県北部
35,2,136,32,三重県北部
35,2,136,34,三重県北部
35,2,136,35,三重県北部
35,2,136,36,三重県北部
35,2,136,37,三重県北部
35,2,136,38,三重県北部
35,2,136,39,三重県北部
35,2,136,46,愛知県西部
35,2,136,49,愛知県西部
35,2,136,51,愛知県西部
35,2,136,53,愛知県西部
35,2,137,0,愛知県西部
35,2,137,1,愛知県西部
35,2,137,2,愛知県西部
35,2,137,3,愛知県西部
35,2,137,5,愛知県西部
35,2,137,6,愛知県西部
35,2,137,7,愛知県西部
35,2,137,11,愛知県西部
35,2,137,12,愛知県西部
35,2,137,13,愛知県西部
35,2,137,15,愛知県西部
35,2,137,16,愛知県西部
35,2,137,17,愛知県西部
35,2,137,18,愛知県西部
35,2,137,19,愛知県西部
35,2,137,20,愛知県西部
35,2,137,21,愛知県西部
35,2,137,22,愛知県西部
35,2,137,23,愛知県西部
35,2,137,24,愛知県西部
35,2,137,26,愛知県西部
35,2,137,27,愛知県東部
35,2,137,28,愛知県東部
35,2,137,29,愛知県東部
35,2,137,33,愛知県東部
35,2,137,34,愛知県東部
35,2,137,35,愛知県東部
35,2,137,36,愛知県東部
35,2,137,38,愛知県東部
35,2,137,39,愛知県東部
35,2,137,40,愛知県東部
35,2,137,41,愛知県東部
35,2,137,42,愛知県東部
35,2,137,43,愛知県東部
35,2,137,44,静岡県西部
35,2,137,45,静岡県西部
35,2,137,46,静岡県西部
35,2,137,47,静岡県西部
35,2,137,48,静岡県西部
35,2,137,49,静岡県西部
35,2,137,50,静岡県西部
35,2,137,51,静岡県西部
35,2,137,52,静岡県西部
35,2,137,53,静岡県西部
35,2,137,54,静岡県西部
35,2,137,55,静岡県西部
35,2,137,56,静岡県西部
35,2,137,57,静岡県西部
35,2,137,58,静岡県西部
35,2,137,59,静岡県西部
35,2,138,0,静岡県西部
35,2,138,1,静岡県西部
35,2,138,3,静岡県中部
35,2,138,4,静岡県中部
35,2,138,5,静岡県中部
35,2,138,6,静岡県中部
35,2,138,7,静岡県中部
35,2,138,8,静岡県中部
35,2,138,11,静岡県中部
35,2,138,12,静岡県中部
35,2,138,13,静岡県中部
35,2,138,14,静岡県中部
35,2,138,15,静岡県中部
35,2,138,16,静岡県中部
35,2,138,17,静岡県中部
35,2,138,18,静岡県中部
35,2,138,19,静岡県中部
35,2,138,20,静岡県中部
35,2,138,22,静岡県中部
35,2,138,23,静岡県中部
35,2,138,25,静岡県中部
35,2,138,26,静岡県中部
35,2,138,27,静岡県中部
35,2,138,28,静岡県中部
35,2,138,30,静岡県中部
35,2,138,31,駿河湾
35,2,138,33,駿河湾
35,2,138,40,駿河湾
35,2,138,48,駿河湾
35,2,139,0,静岡県伊豆地方
35,2,139,1,静岡県伊豆地方
35,2,139,3,静岡県伊豆地方
35,2,139,4,静岡県伊豆地方
35,2,139,5,静岡県伊豆地方
35,2,139,6,静岡県伊豆地方
35,2,139,7,伊豆半島東方沖
35,2,139,8,伊豆半島東方沖
35,2,139,9,伊豆半島東方沖
35,2,139,24,伊豆大島近海
35,2,139,27,伊豆大島近海
35,2,139,29,伊豆大島近海
35,2,139,34,伊豆大島近海
35,2,139,35,伊豆大島近海
35,2,139,39,東京湾
35,2,139,46,東京湾
35,2,139,47,東京湾
35,2,139,48,東京湾
35,2,139,50,千葉県南部
35,2,139,52,千葉県南部
35,2,139,53,千葉県南部
35,2,139,54,千葉県南部
35,2,139,55,千葉県南部
35,2,139,56,千葉県南部
35,2,139,58,千葉県南部
35,2,139,59,千葉県南部
35,2,140,2,千葉県南東沖
35,2,140,3,千葉県南東沖
35,2,140,4,千葉県南東沖
35,2,140,7,千葉県南東沖
35,2,140,8,千葉県南東沖
35,2,140,9,千葉県南東沖
35,2,140,10,千葉県南東沖
35,2,140,11,千葉県南東沖
35,2,140,12,千葉県南東沖
35,2,140,14,千葉県南東沖
35,2,140,15,千葉県南東沖
35,2,140,16,千葉県南東沖
35,2,140,17,千葉県南東沖
35,2,140,19,千葉県南東沖
35,2,140,21,千葉県南東沖
35,2,140,28,千葉県南東沖
35,2,140,33,千葉県南東沖
35,2,140,34,千葉県南東沖
35,2,140,37,千葉県南東沖
35,2,140,38,千葉県南東沖
35,2,140,40,千葉県南東沖
35,2,140,45,千葉県東方沖
35,2,140,50,千葉県東方沖
35,2,140,59,千葉県東方沖
35,2,141,14,千葉県東方沖
35,2,141,15,千葉県東方沖
35,2,141,16,千葉県東方沖
35,2,141,18,千葉県東方沖
35,2,141,19,千葉県東方沖
35,2,141,20,千葉県東方沖
35,2,141,27,千葉県東方沖
35,2,141,33,千葉県東方沖
35,2,141,37,千葉県東方沖
35,2,141,38,関東東方沖
35,2,141,42,関東東方沖
35,2,141,50,関東東方沖
35,2,141,52,関東東方沖
35,2,141,54,関東東方沖
35,2,142,5,関東東方沖
35,2,142,10,関東東方沖
35,2,142,16,関東東方沖
35,2,142,21,関東東方沖
35,2,142,29,関東東方沖
35,2,142,35,関東東方沖
35,2,142,40,関東東方沖
35,2,143,4,関東東方沖
35,2,143,7,関東東方沖
35,2,143,9,関東東方沖
35,2,143,10,関東東方沖
35,2,143,32,関東東方沖
35,3,129,42,福岡県北西沖
35,3,129,44,福岡県北西沖
35,3,131,54,島根県沖
35,3,132,10,島根県沖
35,3,132,14,島根県沖
35,3,132,15,島根県沖
35,3,132,16,島根県沖
35,3,132,17,島根県沖
35,3,132,22,島根県西部
35,3,132,23,島根県西部
35,3,132,24,島根県西部
35,3,132,25,島根県西部
35,3,132,26,島根県西部
35,3,132,27,島根県西部
35,3,132,28,島根県西部
35,3,132,29,島根県西部
35,3,132,30,島根県西部
35,3,132,31,島根県西部
35,3,132,33,島根県西部
35,3,132,34,島根県西部
35,3,132,35,島根県西部
35,3,132,36,島根県西部
35,3,132,37,島根県西部
35,3,132,38,島根県西部
35,3,132,39,島根県西部
35,3,132,40,島根県西部
35,3,132,41,島根県西部
35,3,132,42,島根県西部
35,3,132,43,島根県西部
35,3,132,44,島根県東部
35,3,132,45,島根県東部
35,3,132,46,島根県東部
35,3,132,47,島根県東部
35,3,132,48,島根県東部
35,3,132,49,島根県東部
35,3,132,52,広島県北部
35,3,132,53,広島県北部
35,3,132,57,広島県北部
35,3,132,58,広島県北部
35,3,132,59,広島県北部
35,3,133,2,広島県北部
35,3,133,3,広島県北部
35,3,133,4,広島県北部
35,3,133,5,広島県北部
35,3,133,6,広島県北部
35,3,133,8,広島県北部
35,3,133,9,広島県北部
35,3,133,10,広島県北部
35,3,133,14,広島県北部
35,3,133,25,岡山県北部
35,3,133,29,岡山県北部
35,3,133,32,岡山県北部
35,3,133,41,岡山県北部
35,3,133,55,岡山県北部
35,3,134,9,岡山県北部
35,3,134,11,岡山県北部
35,3,134,18,岡山県北部
35,3,134,19,岡山県北部
35,3,134,24,兵庫県南西部
35,3,134,26,兵庫県南西部
35,3,134,27,兵庫県南西部
35,3,134,28,兵庫県南西部
35,3,134,30,兵庫県南西部
35,3,134,31,兵庫県南西部
35,3,134,32,兵庫県南西部
35,3,134,33,兵庫県南西部
35,3,134,45,兵庫県南西部
35,3,134,47,兵庫県南西部
35,3,134,53,兵庫県南東部
35,3,134,54,兵庫県南東部
35,3,134,55,兵庫県南東部
35,3,135,4,兵庫県南東部
35,3,135,5,兵庫県南東部
35,3,135,9,兵庫県南東部
35,3,135,10,兵庫県南東部
35,3,135,12,兵庫県南東部
35,3,135,14,兵庫県南東部
35,3,135,15,兵庫県南東部
35,3,135,16,兵庫県南東部
35,3,135,17,兵庫県南東部
35,3,135,23,京都府南部
35,3,135,24,京都府南部
35,3,135,25,京都府南部
35,3,135,28,京都府南部
35,3,135,29,京都府南部
35,3,135,30,京都府南部
35,3,135,31,京都府南部
35,3,135,32,京都府南部
35,3,135,33,京都府南部
35,3,135,34,京都府南部
35,3,135,35,京都府南部
35,3,135,36,京都府南部
35,3,135,37,京都府南部
35,3,135,38,京都府南部
35,3,135,39,京都府南部
35,3,135,40,京都府南部
35,3,135,41,京都府南部
35,3,135,42,京都府南部
35,3,135,43,京都府南部
35,3,135,44,京都府南部
35,3,135,45,京都府南部
35,3,135,47,京都府南部
35,3,135,48,京都府南部
35,3,135,49,京都府南部
35,3,135,50,京都府南部
35,3,135,52,滋賀県南部
35,3,135,53,滋賀県南部
35,3,135,54,滋賀県南部
35,3,135,55,滋賀県南部
35,3,135,57,滋賀県南部
35,3,136,0,滋賀県南部
35,3,136,25,滋賀県南部
35,3,136,27,三重県北部
35,3,136,28,三重県北部
35,3,136,29,三重県北部
35,3,136,30,三重県北部
35,3,136,31,三重県北部
35,3,136,35,三重県北部
35,3,136,36,三重県北部
35,3,136,37,三重県北部
35,3,136,38,三重県北部
35,3,136,39,三重県北部
35,3,136,40,三重県北部
35,3,136,41,三重県北部
35,3,136,49,愛知県西部
35,3,136,53,愛知県西部
35,3,136,58,愛知県西部
35,3,136,59,愛知県西部
35,3,137,0,愛知県西部
35,3,137,2,愛知県西部
35,3,137,3,愛知県西部
35,3,137,4,愛知県西部
35,3,137,6,愛知県西部
35,3,137,14,愛知県西部
35,3,137,15,愛知県西部
35,3,137,16,愛知県西部
35,3,137,17,愛知県西部
35,3,137,18,愛知県西部
35,3,137,19,愛知県西部
35,3,137,20,愛知県西部
35,3,137,21,愛知県西部
35,3,137,22,愛知県西部
35,3,137,23,愛知県西部
35,3,137,24,愛知県西部
35,3,137,25,愛知県西部
35,3,137,26,愛知県西部
35,3,137,27,愛知県東部
35,3,137,28,愛知県東部
35,3,137,29,愛知県東部
35,3,137,30,愛知県東部
35,3,137,31,愛知県東部
35,3,137,36,愛知県東部
35,3,137,37,愛知県東部
35,3,137,38,愛知県東部
35,3,137,39,愛知県東部
35,3,137,41,愛知県東部
35,3,137,42,愛知県東部
35,3,137,43,愛知県東部
35,3,137,44,愛知県東部
35,3,137,46,静岡県西部
35,3,137,47,静岡県西部
35,3,137,48,静岡県西部
35,3,137,49,静岡県西部
35,3,137,50,静岡県西部
35,3,137,51,静岡県西部
35,3,137,52,静岡県西部
35,3,137,53,静岡県西部
35,3,137,54,静岡県西部
35,3,137,55,静岡県西部
35,3,137,56,静岡県西部
35,3,137,58,静岡県西部
35,3,137,59,静岡県西部
35,3,138,0,静岡県西部
35,3,138,1,静岡県西部
35,3,138,2,静岡県西部
35,3,138,4,静岡県中部
35,3,138,5,静岡県中部
35,3,138,7,静岡県中部
35,3,138,9,静岡県中部
35,3,138,10,静岡県中部
35,3,138,11,静岡県中部
35,3,138,12,静岡県中部
35,3,138,13,静岡県中部
35,3,138,14,静岡県中部
35,3,138,15,静岡県中部
35,3,138,16,静岡県中部
35,3,138,17,静岡県中部
35,3,138,18,静岡県中部
35,3,138,19,静岡県中部
35,3,138,20,静岡県中部
35,3,138,21,静岡県中部
35,3,138,26,静岡県中部
35,3,138,27,静岡県中部
35,3,138,28,静岡県中部
35,3,138,31,静岡県中部
35,3,138,58,静岡県伊豆地方
35,3,139,4,静岡県伊豆地方
35,3,139,5,伊豆半島東方沖
35,3,139,6,伊豆半島東方沖
35,3,139,7,伊豆半島東方沖
35,3,139,8,伊豆半島東方沖
35,3,139,9,伊豆半島東方沖
35,3,139,10,伊豆半島東方沖
35,3,139,15,伊豆半島東方沖
35,3,139,19,伊豆半島東方沖
35,3,139,20,伊豆半島東方沖
35,3,139,21,相模湾
35,3,139,22,相模湾
35,3,139,24,相模湾
35,3,139,28,相模湾
35,3,139,35,相模湾
35,3,139,36,相模湾
35,3,139,38,東京湾
35,3,139,41,東京湾
35,3,139,42,東京湾
35,3,139,43,東京湾
35,3,139,45,東京湾
35,3,139,46,東京湾
35,3,139,47,東京湾
35,3,139,49,東京湾
35,3,139,52,千葉県南部
35,3,139,55,千葉県南部
35,3,139,57,千葉県南部
35,3,139,58,千葉県南部
35,3,139,59,千葉県南部
35,3,140,1,千葉県南部
35,3,140,2,千葉県南部
35,3,140,3,千葉県南東沖
35,3,140,4,千葉県南東沖
35,3,140,5,千葉県南東沖
35,3,140,6,千葉県南東沖
35,3,140,7,千葉県南東沖
35,3,140,8,千葉県南東沖
35,3,140,9,千葉県南東沖
35,3,140,10,千葉県南東沖
35,3,140,11,千葉県南東沖
35,3,140,12,千葉県南東沖
35,3,140,13,千葉県南東沖
35,3,140,14,千葉県南東沖
35,3,140,16,千葉県南東沖
35,3,140,19,千葉県南東沖
35,3,140,21,千葉県南東沖
35,3,140,26,千葉県南東沖
35,3,140,29,千葉県南東沖
35,3,140,38,千葉県南東沖
35,3,140,49,千葉県東方沖
35,3,140,50,千葉県東方沖
35,3,140,51,千葉県東方沖
35,3,140,53,千葉県東方沖
35,3,140,54,千葉県東方沖
35,3,141,1,千葉県東方沖
35,3,141,7,千葉県東方沖
35,3,141,14,千葉県東方沖
35,3,141,15,千葉県東方沖
35,3,141,17,千葉県東方沖
35,3,141,18,千葉県東方沖
35,3,141,19,千葉県東方沖
35,3,141,20,千葉県東方沖
35,3,141,22,千葉県東方沖
35,3,141,27,千葉県東方沖
35,3,141,36,千葉県東方沖
35,3,141,42,関東東方沖
35,3,141,43,関東東方沖
35,3,141,59,関東東方沖
35,3,142,4,関東東方沖
35,3,142,15,関東東方沖
35,3,142,30,関東東方沖
35,3,142,31,関東東方沖
35,3,143,26,関東東方沖
35,4,127,45,朝鮮半島南部
35,4,129,46,福岡県北西沖
35,4,131,20,山口県北西沖
35,4,132,13,島根県沖
35,4,132,14,島根県沖
35,4,132,15,島根県沖
35,4,132,25,島根県西部
35,4,132,26,島根県西部
35,4,132,28,島根県西部
35,4,132,29,島根県西部
35,4,132,30,島根県西部
35,4,132,31,島根県西部
35,4,132,32,島根県西部
35,4,132,33,島根県西部
35,4,132,34,島根県西部
35,4,132,35,島根県西部
35,4,132,36,島根県西部
35,4,132,37,島根県西部
35,4,132,38,島根県西部
35,4,132,39,島根県西部
35,4,132,40,島根県西部
35,4,132,41,島根県西部
35,4,132,42,島根県東部
35,4,132,43,島根県東部
35,4,132,44,島根県東部
35,4,132,48,島根県東部
35,4,132,49,島根県東部
35,4,132,50,島根県東部
35,4,132,51,広島県北部
35,4,132,52,広島県北部
35,4,132,53,広島県北部
35,4,132,58,広島県北部
35,4,133,2,広島県北部
35,4,133,3,島根県東部
35,4,133,5,広島県北部
35,4,133,7,広島県北部
35,4,133,8,広島県北部
35,4,133,9,鳥取県西部
35,4,133,11,鳥取県西部
35,4,133,24,岡山県北部
35,4,133,29,岡山県北部
35,4,133,30,岡山県北部
35,4,133,31,岡山県北部
35,4,133,39,岡山県北部
35,4,133,42,岡山県北部
35,4,134,4,岡山県北部
35,4,134,13,岡山県北部
35,4,134,21,兵庫県南西部
35,4,134,22,兵庫県南西部
35,4,134,23,兵庫県南西部
35,4,134,24,兵庫県南西部
35,4,134,25,兵庫県南西部
35,4,134,26,兵庫県南西部
35,4,134,27,兵庫県南西部
35,4,134,30,兵庫県南西部
35,4,134,31,兵庫県南西部
35,4,134,32,兵庫県南西部
35,4,134,34,兵庫県南西部
35,4,134,50,兵庫県南西部
35,4,134,51,兵庫県南東部
35,4,134,52,兵庫県南東部
35,4,134,55,兵庫県南東部
35,4,134,56,兵庫県南東部
35,4,134,57,兵庫県南東部
35,4,134,58,兵庫県南東部
35,4,135,9,兵庫県南東部
35,4,135,10,兵庫県南東部
35,4,135,12,兵庫県南東部
35,4,135,13,兵庫県南東部
35,4,135,14,兵庫県南東部
35,4,135,15,兵庫県南東部
35,4,135,16,兵庫県南東部
35,4,135,18,兵庫県南東部
35,4,135,22,兵庫県南東部
35,4,135,24,京都府南部
35,4,135,26,京都府南部
35,4,135,28,京都府南部
35,4,135,29,京都府南部
35,4,135,30,京都府南部
35,4,135,31,京都府南部
35,4,135,32,京都府南部
35,4,135,33,京都府南部
35,4,135,34,京都府南部
35,4,135,35,京都府南部
35,4,135,36,京都府南部
35,4,135,37,京都府南部
35,4,135,38,京都府南部
35,4,135,39,京都府南部
35,4,135,40,京都府南部
35,4,135,41,京都府南部
35,4,135,42,京都府南部
35,4,135,43,京都府南部
35,4,135,44,京都府南部
35,4,135,46,京都府南部
35,4,135,49,京都府南部
35,4,135,50,京都府南部
35,4,135,51,滋賀県南部
35,4,135,52,滋賀県南部
35,4,135,53,滋賀県南部
35,4,135,54,滋賀県南部
35,4,135,55,滋賀県南部
35,4,135,56,滋賀県南部
35,4,135,57,滋賀県南部
35,4,136,18,滋賀県南部
35,4,136,26,滋賀県南部
35,4,136,27,三重県北部
35,4,136,28,三重県北部
35,4,136,29,三重県北部
35,4,136,30,三重県北部
35,4,136,32,三重県北部
35,4,136,34,三重県北部
35,4,136,36,三重県北部
35,4,136,38,三重県北部
35,4,136,43,三重県北部
35,4,136,44,三重県北部
35,4,136,48,愛知県西部
35,4,136,49,愛知県西部
35,4,136,51,愛知県西部
35,4,136,52,愛知県西部
35,4,136,56,愛知県西部
35,4,136,57,愛知県西部
35,4,136,58,愛知県西部
35,4,136,59,愛知県西部
35,4,137,0,愛知県西部
35,4,137,3,愛知県西部
35,4,137,6,愛知県西部
35,4,137,10,愛知県西部
35,4,137,11,愛知県西部
35,4,137,12,愛知県西部
35,4,137,13,愛知県西部
35,4,137,14,愛知県西部
35,4,137,15,愛知県西部
35,4,137,16,愛知県西部
35,4,137,17,愛知県西部
35,4,137,18,愛知県西部
35,4,137,19,愛知県西部
35,4,137,20,愛知県西部
35,4,137,21,愛知県西部
35,4,137,22,愛知県西部
35,4,137,23,愛知県西部
35,4,137,26,愛知県西部
35,4,137,27,愛知県東部
35,4,137,28,愛知県東部
35,4,137,30,愛知県東部
35,4,137,33,愛知県東部
35,4,137,37,愛知県東部
35,4,137,38,愛知県東部
35,4,137,39,愛知県東部
35,4,137,41,愛知県東部
35,4,137,42,愛知県東部
35,4,137,43,愛知県東部
35,4,137,44,愛知県東部
35,4,137,46,静岡県西部
35,4,137,47,静岡県西部
35,4,137,48,静岡県西部
35,4,137,49,静岡県西部
35,4,137,50,静岡県西部
35,4,137,51,静岡県西部
35,4,137,52,静岡県西部
35,4,137,53,静岡県西部
35,4,137,54,静岡県西部
35,4,137,55,静岡県西部
35,4,137,56,静岡県西部
35,4,137,57,静岡県西部
35,4,137,58,静岡県西部
35,4,137,59,静岡県西部
35,4,138,1,静岡県西部
35,4,138,2,静岡県西部
35,4,138,4,静岡県中部
35,4,138,5,静岡県中部
35,4,138,8,静岡県中部
35,4,138,9,静岡県中部
35,4,138,10,静岡県中部
35,4,138,11,静岡県中部
35,4,138,12,静岡県中部
35,4,138,13,静岡県中部
35,4,138,14,静岡県中部
35,4,138,15,静岡県中部
35,4,138,16,静岡県中部
35,4,138,17,静岡県中部
35,4,138,19,静岡県中部
35,4,138,20,静岡県中部
35,4,138,21,静岡県中部
35,4,138,22,静岡県中部
35,4,138,23,静岡県中部
35,4,138,24,静岡県中部
35,4,138,25,静岡県中部
35,4,138,26,静岡県中部
35,4,138,28,静岡県中部
35,4,138,32,静岡県中部
35,4,138,35,駿河湾
35,4,138,36,駿河湾
35,4,138,41,駿河湾
35,4,138,44,駿河湾
35,4,139,4,静岡県伊豆地方
35,4,139,5,伊豆半島東方沖
35,4,139,6,伊豆半島東方沖
35,4,139,7,伊豆半島東方沖
35,4,139,8,伊豆半島東方沖
35,4,139,9,伊豆半島東方沖
35,4,139,10,伊豆半島東方沖
35,4,139,11,伊豆半島東方沖
35,4,139,24,相模湾
35,4,139,27,相模湾
35,4,139,30,相模湾
35,4,139,32,相模湾
35,4,139,33,相模湾
35,4,139,35,相模湾
35,4,139,36,相模湾
35,4,139,37,相模湾
35,4,139,38,東京湾
35,4,139,40,東京湾
35,4,139,43,東京湾
35,4,139,44,東京湾
35,4,139,45,東京湾
35,4,139,46,東京湾
35,4,139,47,東京湾
35,4,139,48,東京湾
35,4,139,49,東京湾
35,4,139,51,千葉県南部
35,4,139,52,千葉県南部
35,4,139,54,千葉県南部
35,4,139,56,千葉県南部
35,4,139,57,千葉県南部
35,4,139,58,千葉県南部
35,4,140,0,千葉県南部
35,4,140,1,千葉県南部
35,4,140,2,千葉県南部
35,4,140,3,千葉県南部
35,4,140,4,千葉県南部
35,4,140,6,千葉県南東沖
35,4,140,7,千葉県南東沖
35,4,140,8,千葉県南東沖
